cut_budget,realized_cut,seed,dataset,model,optimizer,params,collapse_label,train_time_sec,shots_used,n_segments,avg_seg_length,med_seg_length,sse,od,metric_type,metric_value
0.15,0.11608356405738736,5,geolife,random,none,0,healthy,1.574793815612793,0,2341,9.485689876121315,8.0,6.524124072639124,0.05107050765193614,wValCR,0.07299754962170675
0.2,0.14155549962245154,5,geolife,random,none,0,healthy,1.722447156906128,0,2851,7.967730620834795,7.0,7.782702633901751,0.050597105732603,raw_ValCR,0.6860135657343717
0.2,0.14155549962245154,5,geolife,random,none,0,healthy,1.722447156906128,0,2851,7.967730620834795,7.0,7.782702633901751,0.050597105732603,nValCR,0.10669045504562195
0.2,0.14155549962245154,5,geolife,random,none,0,healthy,1.722447156906128,0,2851,7.967730620834795,7.0,7.782702633901751,0.050597105732603,wValCR,0.08609899083943888
0.3,0.18645859551975838,5,geolife,random,none,0,healthy,2.0664820671081543,0,3736,6.317184154175589,5.5,10.3362041733882,0.05086598282461185,raw_ValCR,0.689659097034286
0.3,0.18645859551975838,5,geolife,random,none,0,healthy,2.0664820671081543,0,3736,6.317184154175589,5.5,10.3362041733882,0.05086598282461185,nValCR,0.12461450219010928
0.3,0.18645859551975838,5,geolife,random,none,0,healthy,2.0664820671081543,0,3736,6.317184154175589,5.5,10.3362041733882,0.05086598282461185,wValCR,0.10917191587306013
0.4,0.21973319909388372,5,geolife,random,none,0,healthy,2.3012402057647705,0,4393,5.521966765308445,5.0,12.072994842865008,0.050683671606587204,raw_ValCR,0.6871872566604229
0.4,0.21973319909388372,5,geolife,random,none,0,healthy,2.3012402057647705,0,4393,5.521966765308445,5.0,12.072994842865008,0.050683671606587204,nValCR,0.13613428342687375
0.4,0.21973319909388372,5,geolife,random,none,0,healthy,2.3012402057647705,0,4393,5.521966765308445,5.0,12.072994842865008,0.050683671606587204,wValCR,0.12444610514095301
0.5,0.2506418323684873,5,geolife,random,none,0,healthy,2.5452911853790283,0,5003,4.970617629422347,4.0,13.812710342425014,0.05080328311494187,raw_ValCR,0.6888089920573625
